Weekly_GenAI_Hours,Traditional_Study_Hours,Perceived_AI_Dependency,Burnout_Risk_Level,Anxiety_Level_During_Exams,Institutional_Policy
2.58,12.47,2,low,5,allowed_with_citation
0.24,22.11,3,medium,5,allowed_with_citation
8.5,2.61,6,medium,5,strict_ban
17.79,9.99,6,high,5,strict_ban
0.98,10.14,3,low,5,strict_ban
6.81,17.28,4,medium,5,actively_encouraged
14.36,8.15,4,medium,5,allowed_with_citation
23.65,22.73,6,low,5,actively_encouraged
13.74,23.76,4,low,5,strict_ban
7.35,10.09,2,medium,5,strict_ban
0.71,21.88,3,low,5,allowed_with_citation
2.26,7.67,2,medium,5,allowed_with_citation
12.46,18.52,3,low,5,actively_encouraged
5.07,11.45,6,low,5,allowed_with_citation
1.33,5.76,3,medium,5,allowed_with_citation
2.89,6.05,2,low,5,allowed_with_citation
0.99,3.12,4,high,5,actively_encouraged
4.04,12.09,4,medium,5,actively_encouraged
14.81,7.73,4,high,5,allowed_with_citation
1.24,18.09,4,high,5,allowed_with_citation
2.19,12.11,3,low,5,actively_encouraged
0.77,14.72,3,medium,5,actively_encouraged
10.62,7.05,5,high,5,allowed_with_citation
8.8,4.08,4,low,5,actively_encouraged
2.05,14.52,1,medium,5,allowed_with_citation
0.17,11.98,2,low,5,strict_ban
1.44,17.22,2,medium,5,actively_encouraged
6.38,12.92,4,low,5,actively_encouraged
4.25,12.85,1,low,5,strict_ban
1.63,8.58,3,medium,5,allowed_with_citation
3.47,5.23,3,medium,5,strict_ban
3.03,16.35,1,medium,5,strict_ban
4.05,11.65,4,low,5,actively_encouraged
1.09,8.18,2,medium,5,actively_encouraged
6.41,11.71,1,high,5,allowed_with_citation
14.57,19.74,4,medium,5,allowed_with_citation
6.76,5.28,2,high,5,allowed_with_citation
6.67,10.34,3,high,5,allowed_with_citation
9.13,8.48,3,high,5,actively_encouraged
15.45,13.65,4,high,5,actively_encouraged
18.61,11.29,3,high,5,allowed_with_citation
5.3,9.63,3,low,5,actively_encouraged
6.74,15.46,5,low,5,allowed_with_citation
2.48,12.41,6,low,5,allowed_with_citation
0.04,15.21,3,medium,5,actively_encouraged
7.12,18.36,2,medium,5,actively_encouraged
3.28,5.4,2,high,5,strict_ban
2.41,17.58,1,low,5,allowed_with_citation
0.54,17.06,1,medium,5,allowed_with_citation
13.72,13.23,4,high,5,allowed_with_citation
3.22,6.76,2,low,5,strict_ban
3.25,23.8,4,low,5,allowed_with_citation
6.12,10.72,2,low,5,allowed_with_citation
2.06,8.82,3,medium,5,actively_encouraged
19.8,14.48,6,medium,5,allowed_with_citation
22.46,14.37,7,medium,5,allowed_with_citation
1.35,11.26,5,medium,5,allowed_with_citation
4.23,19.89,2,low,5,allowed_with_citation
9.43,13.04,3,medium,5,allowed_with_citation
26.75,8.71,7,high,5,allowed_with_citation
11.52,10.07,6,high,5,allowed_with_citation
1.61,15.99,5,medium,5,allowed_with_citation
0.71,16.78,4,medium,5,actively_encouraged
9.87,10.27,5,low,5,allowed_with_citation
13.89,12.3,5,medium,5,allowed_with_citation
0.73,17.24,1,low,5,strict_ban
2.06,9.45,3,low,5,strict_ban
3.62,4.36,1,medium,5,allowed_with_citation
15.57,4.88,3,medium,5,actively_encouraged
8.97,1.0,4,high,5,actively_encouraged
40.0,4.15,7,high,5,allowed_with_citation
6.8,2.24,5,medium,5,strict_ban
12.45,14.75,1,medium,5,actively_encouraged
40.0,8.05,8,high,5,allowed_with_citation
10.11,17.72,3,low,5,allowed_with_citation
1.5,16.19,3,low,5,actively_encouraged
2.04,22.29,3,medium,5,allowed_with_citation
31.68,12.05,8,high,5,allowed_with_citation
6.67,11.35,3,low,5,actively_encouraged
13.47,3.83,5,medium,5,allowed_with_citation
1.89,1.0,5,low,5,strict_ban
7.05,12.45,5,medium,5,strict_ban
6.55,1.0,2,low,5,allowed_with_citation
2.97,13.44,2,medium,5,actively_encouraged
5.27,2.32,2,medium,5,allowed_with_citation
2.78,3.49,4,medium,5,allowed_with_citation
4.38,10.29,4,medium,5,actively_encouraged
3.52,20.44,4,low,5,allowed_with_citation
5.46,19.92,2,low,5,allowed_with_citation
3.81,8.58,4,low,5,allowed_with_citation
6.96,8.56,3,medium,5,actively_encouraged
5.54,15.95,3,high,5,actively_encouraged
18.91,16.13,6,medium,5,allowed_with_citation
14.0,13.33,2,low,5,allowed_with_citation
1.22,11.01,4,medium,5,actively_encouraged
1.88,7.99,2,low,5,actively_encouraged
2.26,15.19,1,low,5,allowed_with_citation
1.76,9.08,1,medium,5,strict_ban
4.27,8.74,2,medium,5,allowed_with_citation
5.73,19.21,2,low,5,strict_ban
1.27,6.19,1,low,5,allowed_with_citation
2.19,15.32,5,low,5,allowed_with_citation
9.11,1.23,4,high,5,actively_encouraged
0.03,9.37,2,medium,5,actively_encouraged
4.25,4.33,2,medium,5,actively_encouraged
0.33,13.7,3,low,5,allowed_with_citation
7.45,7.48,5,high,5,actively_encouraged
4.09,8.46,3,low,5,strict_ban
9.15,10.61,4,medium,5,allowed_with_citation
10.18,12.04,6,medium,5,allowed_with_citation
4.08,16.11,2,low,5,allowed_with_citation
0.45,3.24,1,low,5,allowed_with_citation
0.09,20.11,3,low,5,allowed_with_citation
6.15,11.13,4,medium,5,allowed_with_citation
22.96,12.22,6,high,5,strict_ban
36.7,11.47,8,high,5,allowed_with_citation
4.4,9.64,2,medium,5,strict_ban
6.9,13.75,6,high,5,allowed_with_citation
17.71,4.11,5,high,5,allowed_with_citation
4.38,16.12,2,low,5,allowed_with_citation
1.14,3.56,3,medium,5,allowed_with_citation
28.2,13.72,3,high,5,allowed_with_citation
3.78,8.07,2,medium,5,actively_encouraged
19.82,12.7,5,high,5,allowed_with_citation
15.34,18.5,4,high,5,actively_encouraged
1.08,3.94,3,high,5,actively_encouraged
4.04,11.57,2,low,5,allowed_with_citation
2.72,3.21,2,high,5,strict_ban
14.28,9.14,4,high,5,actively_encouraged
5.82,18.11,1,low,5,allowed_with_citation
36.0,2.63,9,high,5,strict_ban
14.89,8.74,4,low,5,allowed_with_citation
0.93,3.45,4,medium,5,strict_ban
6.01,15.09,1,low,5,allowed_with_citation
10.68,15.54,4,high,5,actively_encouraged
1.44,11.36,2,high,5,allowed_with_citation
7.42,10.2,5,medium,5,allowed_with_citation
0.16,7.44,2,low,5,allowed_with_citation
2.09,15.65,2,medium,5,allowed_with_citation
3.82,12.85,2,low,5,actively_encouraged
9.51,14.12,4,low,5,allowed_with_citation
12.49,15.17,4,low,5,allowed_with_citation
4.54,15.18,3,low,5,allowed_with_citation
26.9,8.97,6,high,5,allowed_with_citation
2.74,9.61,1,medium,5,allowed_with_citation
3.91,12.81,1,low,5,actively_encouraged
14.2,8.31,4,high,5,actively_encouraged
0.03,4.25,3,low,5,strict_ban
1.32,2.99,2,low,5,actively_encouraged
12.76,20.61,2,high,5,allowed_with_citation
21.01,19.55,6,medium,5,allowed_with_citation
18.41,6.91,3,high,5,allowed_with_citation
6.21,10.33,4,medium,5,allowed_with_citation
2.46,7.73,2,low,5,strict_ban
0.12,11.12,4,low,5,allowed_with_citation
2.36,12.86,3,low,5,allowed_with_citation
0.68,10.87,4,low,5,allowed_with_citation
13.22,19.02,2,low,5,actively_encouraged
12.83,12.82,3,medium,5,actively_encouraged
6.51,7.91,4,medium,5,allowed_with_citation
3.97,11.27,3,low,5,actively_encouraged
11.21,2.18,4,medium,5,allowed_with_citation
15.02,6.32,3,low,5,allowed_with_citation
7.05,12.2,2,low,5,allowed_with_citation
10.14,13.66,4,medium,5,allowed_with_citation
3.3,1.0,4,low,5,allowed_with_citation
24.64,5.39,4,medium,5,allowed_with_citation
19.53,2.23,4,high,5,actively_encouraged
0.45,12.21,4,low,5,strict_ban
9.98,14.63,4,medium,5,allowed_with_citation
5.52,17.85,2,low,5,allowed_with_citation
4.01,26.04,1,low,5,allowed_with_citation
0.58,19.09,4,low,5,actively_encouraged
6.84,17.13,3,low,5,allowed_with_citation
4.42,1.0,4,medium,5,allowed_with_citation
7.08,6.65,4,high,5,strict_ban
4.73,7.02,4,low,5,allowed_with_citation
4.94,12.01,5,low,5,allowed_with_citation
12.73,15.43,4,low,5,allowed_with_citation
2.0,12.38,3,low,5,allowed_with_citation
7.33,15.78,4,medium,5,allowed_with_citation
12.5,10.75,4,low,5,allowed_with_citation
24.01,15.06,5,medium,5,actively_encouraged
6.56,17.47,1,low,5,actively_encouraged
4.94,6.88,3,medium,5,actively_encouraged
0.94,8.25,1,low,5,allowed_with_citation
12.06,1.0,5,high,5,allowed_with_citation
17.12,5.69,6,medium,5,allowed_with_citation
7.2,10.38,3,low,5,strict_ban
3.25,12.41,1,low,5,actively_encouraged
1.36,16.38,2,medium,5,allowed_with_citation
7.61,5.9,4,low,5,actively_encouraged
10.99,10.15,6,high,5,allowed_with_citation
3.45,11.39,4,low,5,allowed_with_citation
1.05,1.0,1,low,5,allowed_with_citation
7.03,4.85,3,medium,5,strict_ban
9.27,13.09,4,medium,5,allowed_with_citation
0.28,6.39,3,low,5,allowed_with_citation
7.44,3.78,4,medium,5,actively_encouraged
3.96,8.02,1,low,5,strict_ban
8.32,12.38,4,medium,5,strict_ban
6.74,10.08,4,medium,5,actively_encouraged
6.0,13.57,1,low,5,allowed_with_citation
4.55,9.69,4,low,5,actively_encouraged
3.42,14.02,4,medium,5,strict_ban
3.45,8.13,2,medium,5,allowed_with_citation
12.28,11.96,3,high,5,allowed_with_citation
3.9,14.57,2,medium,5,actively_encouraged
5.44,15.93,2,low,5,strict_ban
0.5,10.31,1,medium,5,allowed_with_citation
3.12,1.0,3,medium,5,allowed_with_citation
18.32,5.1,6,high,5,allowed_with_citation
27.18,2.88,5,high,5,allowed_with_citation
2.17,20.06,2,medium,5,allowed_with_citation
10.46,8.08,5,low,5,allowed_with_citation
2.97,14.99,3,low,5,allowed_with_citation
3.46,13.47,2,low,5,allowed_with_citation
24.39,11.8,6,high,5,strict_ban
21.66,14.78,6,medium,5,allowed_with_citation
35.83,6.71,7,high,5,allowed_with_citation
16.82,13.73,7,high,5,allowed_with_citation
0.75,20.59,1,low,5,allowed_with_citation
2.23,15.39,4,medium,5,allowed_with_citation
2.76,16.05,4,high,5,actively_encouraged
0.2,12.38,2,high,5,strict_ban
0.84,15.12,3,low,5,allowed_with_citation
2.66,13.14,2,low,5,allowed_with_citation
9.22,5.79,3,medium,5,allowed_with_citation
3.06,5.61,3,medium,5,actively_encouraged
1.16,8.29,3,low,5,allowed_with_citation
17.76,4.62,5,low,5,actively_encouraged
4.43,9.49,3,low,5,actively_encouraged
8.2,17.44,5,medium,5,allowed_with_citation
8.58,9.98,4,medium,5,actively_encouraged
0.11,23.34,2,low,5,allowed_with_citation
12.35,3.24,4,medium,5,actively_encouraged
9.05,12.23,1,low,5,strict_ban
1.65,20.14,5,low,5,allowed_with_citation
5.5,2.25,5,medium,5,strict_ban
8.49,13.65,3,high,5,actively_encouraged
13.43,9.07,6,high,5,allowed_with_citation
38.74,15.18,7,high,5,actively_encouraged
4.16,5.62,4,medium,5,strict_ban
22.86,6.85,5,medium,5,allowed_with_citation
4.21,17.19,1,low,5,allowed_with_citation
2.48,8.24,4,medium,5,strict_ban
12.71,1.0,3,medium,5,allowed_with_citation
0.51,14.1,2,low,5,strict_ban
10.95,9.1,4,medium,5,actively_encouraged
6.69,11.59,4,high,5,actively_encouraged
6.13,9.33,5,medium,5,allowed_with_citation
5.62,12.42,1,medium,5,strict_ban
5.93,12.48,3,low,5,allowed_with_citation
8.48,8.24,5,high,5,allowed_with_citation
3.65,12.92,1,low,5,strict_ban
6.82,11.05,4,low,5,actively_encouraged
6.28,13.44,3,low,5,strict_ban
1.06,4.38,2,low,5,strict_ban
7.31,12.71,5,medium,5,strict_ban
16.39,2.88,2,medium,5,allowed_with_citation
12.19,9.44,6,medium,5,allowed_with_citation
12.8,14.99,3,high,5,strict_ban
4.77,14.01,5,low,5,allowed_with_citation
7.58,10.19,4,medium,5,strict_ban
4.78,6.52,3,medium,5,strict_ban
3.07,14.49,3,low,5,strict_ban
8.58,7.65,2,medium,5,actively_encouraged
4.36,13.64,3,medium,5,allowed_with_citation
1.45,10.58,4,medium,5,actively_encouraged
34.21,17.62,8,high,5,allowed_with_citation
4.21,11.59,1,medium,5,allowed_with_citation
6.99,15.73,2,low,5,actively_encouraged
3.11,4.72,3,low,5,allowed_with_citation
6.84,2.53,4,medium,5,allowed_with_citation
2.76,13.72,3,low,5,allowed_with_citation
5.13,15.41,1,low,5,allowed_with_citation
7.88,5.7,2,low,5,strict_ban
11.57,8.56,3,high,5,strict_ban
16.84,1.0,7,medium,5,allowed_with_citation
1.78,13.38,2,low,5,actively_encouraged
11.12,15.46,2,medium,5,strict_ban
1.06,10.67,3,high,5,allowed_with_citation
7.82,11.46,1,high,5,actively_encouraged
7.49,7.33,5,medium,5,strict_ban
5.44,12.7,1,low,5,allowed_with_citation
12.43,6.15,7,medium,5,allowed_with_citation
1.19,9.26,4,medium,5,allowed_with_citation
3.8,10.73,4,high,5,actively_encouraged
5.84,14.5,1,low,5,allowed_with_citation
16.37,14.01,2,medium,5,actively_encouraged
3.01,15.06,3,medium,5,allowed_with_citation
3.35,17.78,1,medium,5,allowed_with_citation
7.36,9.95,2,medium,5,allowed_with_citation
0.94,16.85,2,medium,5,allowed_with_citation
40.0,9.63,10,high,5,allowed_with_citation
11.22,1.0,6,high,5,allowed_with_citation
1.65,15.15,5,low,5,allowed_with_citation
21.98,12.43,4,medium,5,allowed_with_citation
6.64,6.6,1,low,5,allowed_with_citation
5.17,8.72,4,low,5,actively_encouraged
3.29,12.91,1,low,5,strict_ban
23.53,20.43,8,medium,5,allowed_with_citation
6.78,14.25,5,medium,5,strict_ban
22.89,10.87,6,high,5,allowed_with_citation
4.13,13.32,4,medium,5,allowed_with_citation
0.91,17.93,3,low,5,allowed_with_citation
6.99,12.42,2,medium,5,strict_ban
5.44,15.37,3,medium,5,actively_encouraged
10.88,2.84,2,medium,5,strict_ban
14.24,18.97,4,high,5,actively_encouraged
10.24,6.43,3,medium,5,allowed_with_citation
6.72,16.63,5,low,5,strict_ban
4.28,17.7,1,medium,5,actively_encouraged
9.14,8.77,5,low,5,strict_ban
16.73,8.6,4,low,5,allowed_with_citation
10.54,6.88,4,medium,5,allowed_with_citation
14.91,6.19,4,medium,5,actively_encouraged
1.2,8.83,3,high,5,strict_ban
1.41,14.13,4,low,5,strict_ban
8.77,15.1,4,medium,5,allowed_with_citation
5.13,7.91,3,medium,5,allowed_with_citation
2.85,6.41,2,high,5,strict_ban
29.41,7.66,5,high,5,allowed_with_citation
1.3,13.2,2,low,5,allowed_with_citation
11.36,15.56,3,medium,5,allowed_with_citation
4.9,13.13,3,low,5,allowed_with_citation
13.37,15.19,3,medium,5,allowed_with_citation
8.3,8.49,3,low,5,actively_encouraged
7.59,8.52,4,medium,5,actively_encouraged
1.1,9.85,3,medium,5,allowed_with_citation
11.05,9.3,5,high,5,allowed_with_citation
10.43,14.3,5,low,5,actively_encouraged
22.33,10.49,4,high,5,allowed_with_citation
1.68,11.97,3,medium,5,actively_encouraged
9.84,13.66,2,high,5,strict_ban
11.99,20.71,4,high,5,allowed_with_citation
2.96,13.81,3,low,5,actively_encouraged
1.68,7.84,4,low,5,strict_ban
3.41,16.26,2,low,5,strict_ban
3.27,4.65,3,low,5,allowed_with_citation
8.9,13.67,4,medium,5,allowed_with_citation
3.41,8.43,1,medium,5,actively_encouraged
12.08,22.13,4,medium,5,actively_encouraged
0.52,7.32,1,low,5,strict_ban
26.39,13.54,5,high,5,allowed_with_citation
22.24,5.53,6,medium,5,actively_encouraged
2.5,9.44,1,low,5,actively_encouraged
0.74,12.23,2,high,5,allowed_with_citation
1.63,7.81,1,medium,5,allowed_with_citation
11.67,11.12,3,low,5,allowed_with_citation
8.37,23.61,4,high,5,allowed_with_citation
6.1,20.43,2,medium,5,actively_encouraged
18.13,4.3,5,high,5,actively_encouraged
1.36,16.65,3,high,5,strict_ban
0.83,7.04,1,low,5,actively_encouraged
2.24,4.87,1,low,5,strict_ban
10.25,8.57,6,medium,5,allowed_with_citation
34.93,14.18,9,high,5,allowed_with_citation
17.06,7.25,5,medium,5,allowed_with_citation
13.41,23.03,6,high,5,allowed_with_citation
3.19,9.9,1,low,5,allowed_with_citation
28.71,10.01,8,high,5,allowed_with_citation
5.01,2.76,5,medium,5,allowed_with_citation
7.56,10.68,2,low,5,allowed_with_citation
3.33,13.43,2,medium,5,allowed_with_citation
15.69,18.25,5,medium,5,allowed_with_citation
7.21,18.4,5,medium,5,allowed_with_citation
3.44,18.01,2,low,5,actively_encouraged
26.21,4.98,5,high,5,allowed_with_citation
2.87,7.88,3,low,5,allowed_with_citation
26.96,17.74,6,medium,5,allowed_with_citation
8.84,12.71,4,medium,5,actively_encouraged
0.32,14.33,1,medium,5,strict_ban
8.79,4.78,5,medium,5,strict_ban
12.37,11.85,5,low,5,allowed_with_citation
1.68,4.68,4,medium,5,allowed_with_citation
2.87,12.75,4,high,5,actively_encouraged
8.32,15.44,6,low,5,actively_encouraged
0.47,13.28,4,medium,5,allowed_with_citation
11.66,20.02,6,medium,5,actively_encouraged
3.68,12.18,4,medium,5,actively_encouraged
2.35,3.01,3,medium,5,strict_ban
20.88,9.36,5,medium,5,allowed_with_citation
2.42,6.27,2,low,5,actively_encouraged
1.83,10.65,4,low,5,allowed_with_citation
0.16,10.1,2,medium,5,allowed_with_citation
0.91,9.39,1,medium,5,allowed_with_citation
23.31,11.23,5,medium,5,allowed_with_citation
14.52,6.65,5,high,5,allowed_with_citation
6.06,10.38,4,low,5,strict_ban
17.75,10.09,3,high,5,strict_ban
0.17,9.04,3,low,5,strict_ban
3.93,11.72,5,medium,5,strict_ban
15.47,6.3,5,high,5,actively_encouraged
3.45,12.38,4,medium,5,allowed_with_citation
1.52,22.06,2,low,5,allowed_with_citation
12.66,14.11,2,high,5,actively_encouraged
16.96,10.83,8,medium,5,allowed_with_citation
5.67,6.91,3,high,5,actively_encouraged
7.7,15.13,3,high,5,allowed_with_citation
3.79,7.03,5,medium,5,actively_encouraged
24.46,13.37,5,medium,5,allowed_with_citation
5.87,5.33,1,low,5,allowed_with_citation
35.26,9.58,9,medium,5,allowed_with_citation
17.42,1.41,6,medium,5,actively_encouraged
22.81,15.89,4,high,5,actively_encouraged
8.85,1.0,1,low,5,allowed_with_citation
2.0,14.72,2,low,5,allowed_with_citation
0.86,8.35,1,medium,5,actively_encouraged
1.53,14.54,3,high,5,actively_encouraged
1.56,6.37,3,high,5,allowed_with_citation
17.87,2.91,7,medium,5,allowed_with_citation
23.84,2.47,4,high,5,allowed_with_citation
1.48,19.42,2,low,5,allowed_with_citation
5.4,9.43,6,medium,5,actively_encouraged
10.79,10.82,4,low,5,allowed_with_citation
13.39,17.98,6,medium,5,allowed_with_citation
12.43,7.75,7,medium,5,allowed_with_citation
0.39,17.22,3,low,5,actively_encouraged
37.2,4.51,8,high,5,strict_ban
28.14,9.98,8,medium,5,allowed_with_citation
3.07,7.71,1,medium,5,actively_encouraged
0.06,5.61,1,medium,5,strict_ban
5.74,5.7,6,medium,5,allowed_with_citation
2.78,14.57,3,medium,5,allowed_with_citation
4.85,4.92,3,low,5,allowed_with_citation
4.32,8.0,2,low,5,actively_encouraged
17.96,14.54,4,high,5,allowed_with_citation
29.96,1.0,7,high,5,actively_encouraged
10.2,2.35,5,high,5,allowed_with_citation
0.18,12.57,1,low,5,allowed_with_citation
1.42,9.88,2,low,5,allowed_with_citation
27.6,1.83,4,high,5,allowed_with_citation
4.85,10.11,1,low,5,actively_encouraged
17.95,16.14,4,medium,5,allowed_with_citation
19.34,12.37,5,medium,5,allowed_with_citation
23.65,14.68,5,high,5,allowed_with_citation
6.63,15.43,5,low,5,allowed_with_citation
3.0,7.41,3,medium,5,strict_ban
7.26,10.38,4,high,5,actively_encouraged
7.76,16.94,4,medium,5,allowed_with_citation
13.73,9.48,3,medium,5,actively_encouraged
30.97,10.56,8,high,5,allowed_with_citation
17.51,18.57,3,high,5,strict_ban
0.14,17.2,4,low,5,actively_encouraged
5.61,6.85,4,high,5,strict_ban
3.43,13.26,1,low,5,actively_encouraged
4.27,12.22,4,medium,5,allowed_with_citation
0.01,12.6,5,low,5,actively_encouraged
9.26,7.16,2,high,5,strict_ban
12.23,11.56,6,low,5,allowed_with_citation
6.02,16.71,4,high,5,allowed_with_citation
9.95,10.81,5,high,5,allowed_with_citation
4.04,12.28,3,low,5,allowed_with_citation
4.1,16.32,1,low,5,allowed_with_citation
13.91,21.23,4,low,5,actively_encouraged
7.32,10.31,4,high,5,actively_encouraged
0.07,10.41,1,low,5,allowed_with_citation
0.11,13.66,2,medium,5,actively_encouraged
13.49,8.14,5,high,5,allowed_with_citation
0.89,8.2,2,low,5,strict_ban
0.67,18.9,3,medium,5,allowed_with_citation
10.23,14.2,3,medium,5,actively_encouraged
9.44,16.74,5,medium,5,actively_encouraged
12.01,9.77,5,medium,5,actively_encouraged
16.42,9.58,2,medium,5,allowed_with_citation
1.17,24.18,1,low,5,allowed_with_citation
2.67,6.88,1,medium,5,allowed_with_citation
9.01,14.0,1,medium,5,strict_ban
11.83,15.71,4,high,5,strict_ban
4.22,5.73,3,medium,5,actively_encouraged
17.27,5.75,6,medium,5,allowed_with_citation
5.81,5.53,4,high,5,strict_ban
2.04,10.03,4,medium,5,actively_encouraged
8.61,14.53,3,medium,5,allowed_with_citation
12.22,9.52,4,medium,5,allowed_with_citation
7.88,15.9,4,medium,5,actively_encouraged
0.79,14.82,1,low,5,allowed_with_citation
6.31,4.63,1,medium,5,allowed_with_citation
2.81,14.0,2,medium,5,actively_encouraged
3.36,8.07,3,low,5,allowed_with_citation
11.77,14.93,4,medium,5,allowed_with_citation
6.85,24.51,1,low,5,actively_encouraged
3.93,6.31,1,low,5,allowed_with_citation
10.1,14.58,4,low,5,actively_encouraged
15.1,6.86,5,medium,5,actively_encouraged
1.62,1.0,3,low,5,strict_ban
2.67,15.51,1,low,5,actively_encouraged
4.36,6.82,1,medium,5,allowed_with_citation
4.74,14.76,4,high,5,allowed_with_citation
13.51,16.34,5,medium,5,strict_ban
9.75,13.87,4,high,5,actively_encouraged
14.7,12.12,6,medium,5,allowed_with_citation
5.71,11.34,4,medium,5,allowed_with_citation
4.2,6.5,3,medium,5,allowed_with_citation
4.27,9.36,4,medium,5,actively_encouraged
5.92,5.93,2,low,5,allowed_with_citation
0.85,13.95,2,medium,5,allowed_with_citation
1.44,12.44,4,medium,5,allowed_with_citation
3.65,10.32,1,low,5,actively_encouraged
6.27,14.1,1,medium,5,allowed_with_citation
11.64,11.05,2,high,5,actively_encouraged
0.99,6.96,2,medium,5,actively_encouraged
17.34,6.42,7,high,5,actively_encouraged
7.94,11.09,5,high,5,allowed_with_citation
2.64,19.57,2,low,5,allowed_with_citation
4.0,6.71,3,high,5,allowed_with_citation
8.57,4.5,6,medium,5,allowed_with_citation
0.16,6.7,1,medium,5,allowed_with_citation
5.62,15.23,5,high,5,strict_ban
2.42,12.67,3,low,5,actively_encouraged
2.65,11.58,5,medium,5,actively_encouraged
0.93,7.32,2,low,5,allowed_with_citation
7.87,19.79,5,high,5,allowed_with_citation
13.77,5.67,3,high,5,allowed_with_citation
1.73,12.39,2,high,5,actively_encouraged
19.18,1.0,6,medium,5,actively_encouraged
4.45,4.95,2,low,5,allowed_with_citation
